ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.14,3.21,3.57,4.93,4.57,3.5,3.07,F1
SVM,5.5,2.86,3.71,4.64,4.07,3.21,4.0,F1
SGD,5.07,3.43,2.64,4.36,2.71,4.29,5.5,F1
KNN,3.43,3.57,3.21,3.29,5.36,3.43,5.71,F1
ABC,2.57,4.29,3.14,2.86,4.43,5.0,5.71,F1
RF,4.29,3.21,3.5,2.93,3.57,4.5,6.0,F1
DTREE,4.64,3.29,2.36,2.93,5.86,2.93,6.0,F1
MLP,5.57,3.29,2.21,2.71,4.57,3.07,6.57,F1
avarage,4.53,3.39,3.04,3.58,4.39,3.74,5.32,F1
std,1.06,0.41,0.57,0.91,0.98,0.76,1.17,F1
