ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.0,4.0,4.86,4.36,3.21,2.0,SPE
SVM,6.43,3.14,4.07,4.21,4.64,3.14,2.36,SPE
ABC,4.57,4.57,3.57,3.79,3.93,5.07,2.5,SPE
SGD,6.43,4.36,3.93,3.57,3.14,3.71,2.86,SPE
KNN,5.14,3.43,4.36,3.71,4.21,4.14,3.0,SPE
MLP,6.29,4.29,4.14,3.0,4.07,3.21,3.0,SPE
RF,6.57,4.0,3.64,3.93,2.71,3.64,3.5,SPE
DTREE,6.14,4.43,2.93,3.79,4.57,2.5,3.64,SPE
avarage,6.02,3.9,3.83,3.86,3.96,3.58,2.86,SPE
std,0.75,0.62,0.45,0.53,0.69,0.77,0.56,SPE
