ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.79,3.07,4.71,4.93,3.36,2.64,IBA
SVM,6.5,3.57,3.86,3.21,4.43,2.5,3.93,IBA
RF,5.14,4.0,3.07,3.43,3.43,4.21,4.71,IBA
ABC,2.71,3.0,4.0,3.0,5.14,5.29,4.86,IBA
KNN,4.86,4.07,2.43,3.07,4.36,4.07,5.14,IBA
SGD,5.57,3.57,3.86,2.43,3.64,3.29,5.64,IBA
DTREE,4.21,3.93,2.36,3.43,4.71,3.57,5.79,IBA
MLP,6.64,3.29,2.93,3.57,2.79,3.0,5.79,IBA
avarage,5.27,3.53,3.2,3.36,4.18,3.66,4.81,IBA
std,1.35,0.47,0.65,0.65,0.82,0.86,1.08,IBA
