ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.07,3.21,3.57,4.93,4.57,3.5,3.14,F1
SVM,5.43,2.86,3.71,4.64,4.07,3.21,4.07,F1
ABC,3.07,4.57,3.36,3.14,4.79,4.86,4.21,F1
SGD,5.21,3.5,2.5,4.5,2.64,4.29,5.36,F1
DTREE,4.79,3.29,2.29,3.14,6.14,2.93,5.43,F1
RF,4.29,3.29,3.64,2.93,3.57,4.71,5.57,F1
KNN,3.29,3.57,3.36,3.43,5.36,3.29,5.71,F1
MLP,5.57,3.29,2.21,2.71,4.71,3.07,6.43,F1
avarage,4.59,3.45,3.08,3.68,4.48,3.73,4.99,F1
std,0.96,0.5,0.64,0.87,1.07,0.77,1.08,F1
