ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.36,2.86,4.79,4.36,3.57,4.21,REC
ABC,2.14,3.71,3.57,3.29,5.5,4.93,4.86,REC
SVM,4.86,3.57,3.57,3.79,4.0,3.29,4.93,REC
RF,3.64,4.21,3.36,2.43,4.86,4.5,5.0,REC
SGD,4.29,3.5,3.86,2.71,4.29,3.57,5.79,REC
KNN,3.07,4.29,2.07,3.86,4.57,4.0,6.14,REC
DTREE,3.86,3.71,2.29,2.93,5.29,3.79,6.14,REC
MLP,5.64,3.21,2.79,2.93,3.71,3.36,6.36,REC
avarage,4.04,3.7,3.04,3.34,4.57,3.88,5.43,REC
std,1.11,0.38,0.65,0.77,0.61,0.58,0.78,REC
