ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,3.14,4.64,5.0,3.29,2.43,GEO
SVM,6.21,3.71,3.93,3.57,4.57,3.14,2.86,GEO
RF,5.07,4.07,3.21,3.57,3.86,4.5,3.71,GEO
DTREE,4.93,4.21,2.64,3.57,4.86,4.0,3.79,GEO
SGD,6.14,3.86,4.07,2.57,4.14,3.29,3.93,GEO
ABC,2.79,3.29,4.0,3.14,4.93,5.43,4.43,GEO
KNN,5.0,3.71,2.64,3.57,4.21,4.36,4.5,GEO
MLP,6.64,3.07,2.64,3.64,2.79,3.14,6.07,GEO
avarage,5.42,3.61,3.29,3.54,4.29,3.89,3.96,GEO
std,1.28,0.47,0.63,0.58,0.74,0.83,1.11,GEO
