ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.5,4.93,4.79,3.5,2.5,PRE
SVM,5.86,3.5,3.86,4.0,4.14,3.43,3.21,PRE
DTREE,4.79,3.86,2.71,3.0,5.14,4.14,4.36,PRE
MLP,6.29,3.29,3.43,3.29,3.14,3.64,4.93,PRE
ABC,2.57,3.14,3.57,3.14,4.71,5.57,5.29,PRE
RF,4.79,4.0,3.5,2.14,4.14,4.07,5.36,PRE
SGD,5.43,3.71,3.86,2.36,3.57,3.64,5.43,PRE
KNN,3.5,4.14,2.43,3.71,4.21,4.43,5.57,PRE
avarage,4.88,3.58,3.36,3.32,4.23,4.05,4.58,PRE
std,1.27,0.42,0.52,0.9,0.66,0.71,1.14,PRE
