ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.29,3.43,4.43,4.93,3.43,1.93,SPE
SVM,6.21,4.0,4.14,3.79,4.5,3.21,2.14,SPE
ABC,4.0,2.86,4.36,3.79,4.43,5.71,2.86,SPE
DTREE,4.5,5.21,3.43,4.43,4.07,3.29,3.07,SPE
RF,5.64,4.29,4.07,4.29,3.29,3.29,3.14,SPE
SGD,6.43,4.21,4.43,3.14,3.64,2.79,3.36,SPE
MLP,6.86,3.57,4.21,3.14,2.86,3.93,3.43,SPE
KNN,5.57,3.21,2.79,3.57,4.07,5.07,3.71,SPE
avarage,5.72,3.83,3.86,3.82,3.97,3.84,2.96,SPE
std,1.02,0.75,0.58,0.53,0.68,1.02,0.62,SPE
