ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.29,3.43,4.43,4.93,3.43,1.93,SPE
SVM,6.21,4.0,4.14,3.79,4.5,3.21,2.14,SPE
ABC,4.0,2.71,4.5,3.93,4.43,5.93,2.5,SPE
MLP,7.0,3.64,4.21,3.07,2.93,4.0,3.14,SPE
SGD,6.5,4.07,4.43,3.07,3.5,2.79,3.64,SPE
RF,5.43,4.07,4.07,4.0,3.29,3.29,3.86,SPE
KNN,5.64,3.07,2.86,3.57,4.07,4.93,3.86,SPE
DTREE,4.14,5.0,3.21,4.07,3.71,3.36,4.5,SPE
avarage,5.69,3.73,3.86,3.74,3.92,3.87,3.2,SPE
std,1.12,0.72,0.61,0.48,0.68,1.05,0.92,SPE
